INDICATOR_CODE,DIAGNOSIS_GROUP,PREDICTOR,PARAMETER_ESTIMATE,STANDARD_ERROR,WALD_CHI_SQUARE,WALD_DF,WALD_P_VALUE
I00699,9,CHARLSON_INDEX_1,0,,,0,
I00699,9,CHARLSON_INDEX_2,0.2157,0.1103,3.8243,1,0.0505
I00699,9,CHARLSON_INDEX_3,1.2382,0.0727,289.9148,1,0
I00699,9,GENDER_1,0,,,0,
I00699,9,GENDER_2,0.0077,0.0512,0.0226,1,0.8804
I00699,9,GENDER_3,0,,,0,
I00699,9,Intercept,-1.6748,0.1203,193.81,1,0
I00699,9,YEAR_INDEX_1,0,,,0,
I00699,9,YEAR_INDEX_2,0.0447,0.0579,0.5952,1,0.4404
I00699,9,YEAR_INDEX_3,-0.1034,0.0595,3.0236,1,0.0821
I00699,10,ADMIMETH_1,0,,,0,
I00699,10,ADMIMETH_2,0,,,0,
I00699,10,ADMIMETH_3,2.8945,0.0471,3773.1531,1,0
I00699,10,ADMISSION_MONTH_1,0.0602,0.0757,0.6323,1,0.4265
I00699,10,ADMISSION_MONTH_2,-0.0867,0.0777,1.2438,1,0.2647
I00699,10,ADMISSION_MONTH_3,0.0366,0.0744,0.2419,1,0.6229
I00699,10,ADMISSION_MONTH_4,0.0208,0.076,0.0747,1,0.7847
I00699,10,ADMISSION_MONTH_5,0.0438,0.074,0.3497,1,0.5543
I00699,10,ADMISSION_MONTH_6,0.0273,0.0736,0.1376,1,0.7106
I00699,10,ADMISSION_MONTH_7,0.0307,0.0729,0.1775,1,0.6735
I00699,10,ADMISSION_MONTH_8,0.0489,0.0725,0.4557,1,0.4996
I00699,10,ADMISSION_MONTH_9,0,,,0,
I00699,10,ADMISSION_MONTH_10,0.0185,0.074,0.0624,1,0.8028
I00699,10,ADMISSION_MONTH_11,-0.0332,0.075,0.1958,1,0.6581
I00699,10,ADMISSION_MONTH_12,0.0942,0.0755,1.5562,1,0.2122
I00699,10,AGE_GROUP_2,-9.9438,516.7411,0.0004,1,0.9846
I00699,10,AGE_GROUP_3,-10.2983,363.84,0.0008,1,0.9774
I00699,10,AGE_GROUP_4,-9.8018,101.8913,0.0093,1,0.9234
I00699,10,AGE_GROUP_5,-1.2469,1.0286,1.4696,1,0.2254
I00699,10,AGE_GROUP_6,-2.0542,1.0161,4.0872,1,0.0432
I00699,10,AGE_GROUP_7,-0.7975,0.3248,6.0301,1,0.0141
I00699,10,AGE_GROUP_8,-0.8917,0.2301,15.0207,1,0.0001
I00699,10,AGE_GROUP_9,-0.7412,0.1381,28.8234,1,0
I00699,10,AGE_GROUP_10,-0.652,0.1133,33.1231,1,0
I00699,10,AGE_GROUP_11,-0.6079,0.1202,25.5754,1,0
I00699,10,AGE_GROUP_12,-0.569,0.0904,39.5855,1,0
I00699,10,AGE_GROUP_13,-0.403,0.0744,29.3193,1,0
I00699,10,AGE_GROUP_14,-0.2797,0.0681,16.8562,1,0
I00699,10,AGE_GROUP_15,-0.1861,0.0644,8.3654,1,0.0038
I00699,10,AGE_GROUP_16,0,,,0,
I00699,10,AGE_GROUP_17,0.2115,0.055,14.7872,1,0.0001
I00699,10,AGE_GROUP_18,0.3933,0.0554,50.3908,1,0
I00699,10,AGE_GROUP_19,0.677,0.0584,134.5061,1,0
I00699,10,AGE_GROUP_20,0.8448,0.0701,145.3317,1,0
I00699,10,AGE_GROUP_21,0,,,0,
I00699,10,BIRTHWEIGHT_6,0,,,0,
I00699,10,CHARLSON_INDEX_1,0,,,0,
I00699,10,CHARLSON_INDEX_2,0.539,0.0782,47.5177,1,0
I00699,10,CHARLSON_INDEX_3,1.5575,0.0518,905.253,1,0
I00699,10,GENDER_1,0,,,0,
I00699,10,GENDER_2,-0.038,0.0309,1.5096,1,0.2192
I00699,10,GENDER_3,0,,,0,
I00699,10,Intercept,-5.4156,0.0916,3495.5976,1,0
I00699,10,YEAR_INDEX_1,0,,,0,
I00699,10,YEAR_INDEX_2,-0.0107,0.0373,0.0817,1,0.775
I00699,10,YEAR_INDEX_3,-0.0734,0.0383,3.6741,1,0.0553
I00699,11,ADMIMETH_1,0,,,0,
I00699,11,ADMIMETH_2,0,,,0,
I00699,11,ADMIMETH_3,2.9942,0.0643,2166.5869,1,0
I00699,11,ADMISSION_MONTH_1,-0.1697,0.1065,2.5385,1,0.1111
I00699,11,ADMISSION_MONTH_2,-0.0721,0.1071,0.4535,1,0.5007
I00699,11,ADMISSION_MONTH_3,-0.1162,0.103,1.2732,1,0.2592
I00699,11,ADMISSION_MONTH_4,-0.1481,0.1061,1.9499,1,0.1626
I00699,11,ADMISSION_MONTH_5,-0.06,0.1042,0.332,1,0.5645
I00699,11,ADMISSION_MONTH_6,-0.0726,0.1029,0.4977,1,0.4805
I00699,11,ADMISSION_MONTH_7,-0.0109,0.1,0.012,1,0.9128
I00699,11,ADMISSION_MONTH_8,-0.1117,0.1018,1.2045,1,0.2724
I00699,11,ADMISSION_MONTH_9,0,,,0,
I00699,11,ADMISSION_MONTH_10,0.0302,0.1016,0.0886,1,0.766
I00699,11,ADMISSION_MONTH_11,-0.174,0.1045,2.7719,1,0.0959
I00699,11,ADMISSION_MONTH_12,-0.018,0.1048,0.0295,1,0.8636
I00699,11,AGE_GROUP_3,-12.0352,1543.7352,0.0001,1,0.9938
I00699,11,AGE_GROUP_5,1.8097,0.6813,7.0549,1,0.0079
I00699,11,AGE_GROUP_6,-11.7725,152.4134,0.006,1,0.9384
I00699,11,AGE_GROUP_7,-0.5602,0.4186,1.7908,1,0.1808
I00699,11,AGE_GROUP_8,-1.0316,0.359,8.2573,1,0.0041
I00699,11,AGE_GROUP_9,-0.7422,0.1937,14.678,1,0.0001
I00699,11,AGE_GROUP_10,-0.4675,0.1483,9.9332,1,0.0016
I00699,11,AGE_GROUP_11,-0.6375,0.1455,19.189,1,0
I00699,11,AGE_GROUP_12,-0.4159,0.1049,15.7068,1,0.0001
I00699,11,AGE_GROUP_13,-0.2202,0.0927,5.6419,1,0.0175
I00699,11,AGE_GROUP_14,-0.1826,0.0876,4.3465,1,0.0371
I00699,11,AGE_GROUP_15,-0.196,0.0848,5.3386,1,0.0209
I00699,11,AGE_GROUP_16,0,,,0,
I00699,11,AGE_GROUP_17,0.1758,0.0799,4.8354,1,0.0279
I00699,11,AGE_GROUP_18,0.2822,0.0839,11.3016,1,0.0008
I00699,11,AGE_GROUP_19,0.5732,0.0912,39.5209,1,0
I00699,11,AGE_GROUP_20,0.7046,0.1221,33.3025,1,0
I00699,11,AGE_GROUP_21,0,,,0,
I00699,11,BIRTHWEIGHT_6,0,,,0,
I00699,11,CHARLSON_INDEX_1,0,,,0,
I00699,11,CHARLSON_INDEX_2,0.3169,0.1181,7.2075,1,0.0073
I00699,11,CHARLSON_INDEX_3,1.7391,0.0723,578.7244,1,0
I00699,11,GENDER_1,0,,,0,
I00699,11,GENDER_2,0.0068,0.0446,0.023,1,0.8794
I00699,11,GENDER_3,0,,,0,
I00699,11,Intercept,-5.5312,0.1247,1967.6977,1,0
I00699,11,YEAR_INDEX_1,0,,,0,
I00699,11,YEAR_INDEX_2,0.0372,0.0529,0.4945,1,0.4819
I00699,11,YEAR_INDEX_3,-0.0101,0.0547,0.0344,1,0.8528
I00699,12,ADMIMETH_1,0,,,0,
I00699,12,ADMIMETH_2,0,,,0,
I00699,12,ADMIMETH_3,2.9331,0.0672,1906.1492,1,0
I00699,12,ADMISSION_MONTH_1,-0.0618,0.1036,0.356,1,0.5507
I00699,12,ADMISSION_MONTH_2,-0.0972,0.104,0.8739,1,0.3499
I00699,12,ADMISSION_MONTH_3,0,,,0,
I00699,12,ADMISSION_MONTH_4,0.0749,0.1031,0.5276,1,0.4676
I00699,12,ADMISSION_MONTH_5,-0.1522,0.0995,2.3374,1,0.1263
I00699,12,ADMISSION_MONTH_6,-0.0837,0.1008,0.6895,1,0.4063
I00699,12,ADMISSION_MONTH_7,-0.0088,0.0987,0.0079,1,0.9291
I00699,12,ADMISSION_MONTH_8,-0.031,0.0976,0.1007,1,0.7511
I00699,12,ADMISSION_MONTH_9,-0.1721,0.0999,2.9694,1,0.0849
I00699,12,ADMISSION_MONTH_10,-0.1856,0.1034,3.2195,1,0.0728
I00699,12,ADMISSION_MONTH_11,-0.0454,0.1007,0.203,1,0.6523
I00699,12,ADMISSION_MONTH_12,-0.1501,0.1042,2.0749,1,0.1497
I00699,12,AGE_GROUP_1,-2.2127,1.0213,4.6939,1,0.0303
I00699,12,AGE_GROUP_2,-2.5174,0.5122,24.1516,1,0
I00699,12,AGE_GROUP_3,-2.3534,0.7276,10.4618,1,0.0012
I00699,12,AGE_GROUP_4,-11.0643,128.4105,0.0074,1,0.9313
I00699,12,AGE_GROUP_5,-1.7456,0.7404,5.5591,1,0.0184
I00699,12,AGE_GROUP_6,-1.1661,0.7587,2.3621,1,0.1243
I00699,12,AGE_GROUP_7,-0.9881,0.4203,5.5257,1,0.0187
I00699,12,AGE_GROUP_8,-0.854,0.3356,6.476,1,0.0109
I00699,12,AGE_GROUP_9,-0.4013,0.2412,2.7677,1,0.0962
I00699,12,AGE_GROUP_10,-0.1756,0.1794,0.9584,1,0.3276
I00699,12,AGE_GROUP_11,-0.258,0.1527,2.8549,1,0.0911
I00699,12,AGE_GROUP_12,-0.3498,0.1175,8.8681,1,0.0029
I00699,12,AGE_GROUP_13,-0.2686,0.0908,8.7529,1,0.0031
I00699,12,AGE_GROUP_14,-0.18,0.08,5.0685,1,0.0244
I00699,12,AGE_GROUP_15,-0.1489,0.0734,4.1107,1,0.0426
I00699,12,AGE_GROUP_16,0,,,0,
I00699,12,AGE_GROUP_17,0.2424,0.0708,11.7173,1,0.0006
I00699,12,AGE_GROUP_18,0.5569,0.076,53.709,1,0
I00699,12,AGE_GROUP_19,0.6315,0.0918,47.3394,1,0
I00699,12,AGE_GROUP_20,1.1,0.1322,69.2579,1,0
I00699,12,AGE_GROUP_21,0,,,0,
I00699,12,BIRTHWEIGHT_6,0,,,0,
I00699,12,CHARLSON_INDEX_1,0,,,0,
I00699,12,CHARLSON_INDEX_2,0.2246,0.0923,5.9171,1,0.015
I00699,12,CHARLSON_INDEX_3,1.0606,0.0621,291.7412,1,0
I00699,12,GENDER_1,0,,,0,
I00699,12,GENDER_2,0.0925,0.0442,4.3721,1,0.0365
I00699,12,GENDER_3,0,,,0,
I00699,12,Intercept,-4.3677,0.1194,1337.3844,1,0
I00699,12,YEAR_INDEX_1,0,,,0,
I00699,12,YEAR_INDEX_2,0.0237,0.0508,0.2176,1,0.6409
I00699,12,YEAR_INDEX_3,0.0374,0.0525,0.5083,1,0.4759
I00699,13,ADMIMETH_1,-1.9598,0.0528,1379.9851,1,0
I00699,13,ADMIMETH_2,0,,,0,
I00699,13,ADMIMETH_3,0,,,0,
I00699,13,ADMISSION_MONTH_1,-0.0218,0.0786,0.0769,1,0.7815
I00699,13,ADMISSION_MONTH_2,-0.0223,0.0789,0.0802,1,0.7771
I00699,13,ADMISSION_MONTH_3,-0.0397,0.0774,0.2626,1,0.6083
I00699,13,ADMISSION_MONTH_4,0.0556,0.0785,0.5012,1,0.479
I00699,13,ADMISSION_MONTH_5,-0.1053,0.0773,1.8536,1,0.1734
I00699,13,ADMISSION_MONTH_6,-0.0563,0.0762,0.5452,1,0.4603
I00699,13,ADMISSION_MONTH_7,-0.0846,0.0764,1.2257,1,0.2682
I00699,13,ADMISSION_MONTH_8,-0.018,0.0756,0.0568,1,0.8117
I00699,13,ADMISSION_MONTH_9,0,,,0,
I00699,13,ADMISSION_MONTH_10,0.063,0.0763,0.6806,1,0.4094
I00699,13,ADMISSION_MONTH_11,-0.1078,0.0782,1.8989,1,0.1682
I00699,13,ADMISSION_MONTH_12,0.0708,0.0774,0.8382,1,0.3599
I00699,13,AGE_GROUP_2,-0.2224,1.1122,0.04,1,0.8415
I00699,13,AGE_GROUP_3,-9.8396,216.0064,0.0021,1,0.9637
I00699,13,AGE_GROUP_4,-8.7701,258.1265,0.0012,1,0.9729
I00699,13,AGE_GROUP_5,-10.9498,118.6312,0.0085,1,0.9265
I00699,13,AGE_GROUP_6,-0.8113,0.632,1.6476,1,0.1993
I00699,13,AGE_GROUP_7,-1.3475,0.6228,4.6818,1,0.0305
I00699,13,AGE_GROUP_8,-0.9484,0.3941,5.7907,1,0.0161
I00699,13,AGE_GROUP_9,-1.1731,0.2678,19.1826,1,0
I00699,13,AGE_GROUP_10,-0.8213,0.168,23.9135,1,0
I00699,13,AGE_GROUP_11,-0.4475,0.1221,13.4393,1,0.0002
I00699,13,AGE_GROUP_12,-0.3245,0.085,14.5857,1,0.0001
I00699,13,AGE_GROUP_13,-0.3076,0.0673,20.8983,1,0
I00699,13,AGE_GROUP_14,-0.1803,0.0604,8.9046,1,0.0028
I00699,13,AGE_GROUP_15,0,0.0577,0,1,1
I00699,13,AGE_GROUP_16,0,,,0,
I00699,13,AGE_GROUP_17,0.2106,0.0542,15.0894,1,0.0001
I00699,13,AGE_GROUP_18,0.452,0.0593,58.0048,1,0
I00699,13,AGE_GROUP_19,0.7945,0.0706,126.5111,1,0
I00699,13,AGE_GROUP_20,1.2394,0.0945,172.0288,1,0
I00699,13,AGE_GROUP_21,0,,,0,
I00699,13,BIRTHWEIGHT_6,0,,,0,
I00699,13,CHARLSON_INDEX_1,0,,,0,
I00699,13,CHARLSON_INDEX_2,0.2147,0.0776,7.6521,1,0.0057
I00699,13,CHARLSON_INDEX_3,1.4257,0.0531,721.414,1,0
I00699,13,GENDER_1,0,,,0,
I00699,13,GENDER_2,-0.0291,0.0324,0.8108,1,0.3679
I00699,13,GENDER_3,0,,,0,
I00699,13,Intercept,-1.6573,0.0843,386.2566,1,0
I00699,13,YEAR_INDEX_1,0,,,0,
I00699,13,YEAR_INDEX_2,-0.0529,0.0391,1.8346,1,0.1756
I00699,13,YEAR_INDEX_3,-0.1693,0.04,17.9005,1,0
I00699,14,ADMIMETH_1,-2.411,0.0874,761.3676,1,0
I00699,14,ADMIMETH_2,0,,,0,
I00699,14,ADMIMETH_3,0,,,0,
I00699,14,ADMISSION_MONTH_1,0.0932,0.1327,0.4935,1,0.4824
I00699,14,ADMISSION_MONTH_2,-0.0341,0.1377,0.0613,1,0.8044
I00699,14,ADMISSION_MONTH_3,-0.105,0.1343,0.6112,1,0.4343
I00699,14,ADMISSION_MONTH_4,0.0794,0.1339,0.3511,1,0.5535
I00699,14,ADMISSION_MONTH_5,0.02,0.1289,0.024,1,0.8768
I00699,14,ADMISSION_MONTH_6,0,,,0,
I00699,14,ADMISSION_MONTH_7,0.2065,0.1264,2.6697,1,0.1023
I00699,14,ADMISSION_MONTH_8,0.2433,0.1259,3.7365,1,0.0532
I00699,14,ADMISSION_MONTH_9,-0.0142,0.1315,0.0116,1,0.9142
I00699,14,ADMISSION_MONTH_10,0.251,0.1288,3.7966,1,0.0514
I00699,14,ADMISSION_MONTH_11,0.1093,0.1305,0.7012,1,0.4024
I00699,14,ADMISSION_MONTH_12,-0.0339,0.134,0.0639,1,0.8005
I00699,14,AGE_GROUP_1,-12.5769,935.217,0.0002,1,0.9893
I00699,14,AGE_GROUP_2,-13.8058,255.3631,0.0029,1,0.9569
I00699,14,AGE_GROUP_3,-2.1594,1.0273,4.4189,1,0.0355
I00699,14,AGE_GROUP_4,-14.0997,662.4729,0.0005,1,0.983
I00699,14,AGE_GROUP_5,-13.7577,403.4476,0.0012,1,0.9728
I00699,14,AGE_GROUP_6,-1.1008,0.7569,2.1149,1,0.1459
I00699,14,AGE_GROUP_7,-1.4785,0.7376,4.0174,1,0.045
I00699,14,AGE_GROUP_8,-1.1796,0.476,6.1417,1,0.0132
I00699,14,AGE_GROUP_9,-0.8611,0.384,5.0282,1,0.0249
I00699,14,AGE_GROUP_10,-0.3489,0.2603,1.797,1,0.1801
I00699,14,AGE_GROUP_11,-0.3182,0.1952,2.6571,1,0.1031
I00699,14,AGE_GROUP_12,-0.5232,0.1492,12.2915,1,0.0005
I00699,14,AGE_GROUP_13,-0.25,0.1175,4.5248,1,0.0334
I00699,14,AGE_GROUP_14,-0.397,0.1093,13.1914,1,0.0003
I00699,14,AGE_GROUP_15,-0.2532,0.0989,6.5547,1,0.0105
I00699,14,AGE_GROUP_16,0,,,0,
I00699,14,AGE_GROUP_17,0.1419,0.0899,2.4909,1,0.1145
I00699,14,AGE_GROUP_18,0.4418,0.0952,21.5412,1,0
I00699,14,AGE_GROUP_19,0.7149,0.1098,42.3894,1,0
I00699,14,AGE_GROUP_20,1.0819,0.1437,56.6488,1,0
I00699,14,AGE_GROUP_21,0,,,0,
I00699,14,BIRTHWEIGHT_6,0,,,0,
I00699,14,CHARLSON_INDEX_1,0,,,0,
I00699,14,CHARLSON_INDEX_2,0.082,0.1277,0.4124,1,0.5208
I00699,14,CHARLSON_INDEX_3,1.1403,0.0742,235.912,1,0
I00699,14,GENDER_1,0.0211,0.0541,0.1518,1,0.6968
I00699,14,GENDER_2,0,,,0,
I00699,14,GENDER_3,0,,,0,
I00699,14,Intercept,-1.9607,0.1339,214.3594,1,0
I00699,14,YEAR_INDEX_1,0,,,0,
I00699,14,YEAR_INDEX_2,0.0358,0.0651,0.3035,1,0.5817
I00699,14,YEAR_INDEX_3,-0.0321,0.0665,0.2325,1,0.6297
I00699,15,ADMIMETH_1,-2.7509,0.0379,5280.2538,1,0
I00699,15,ADMIMETH_2,0,,,0,
I00699,15,ADMIMETH_3,0,,,0,
I00699,15,ADMISSION_MONTH_1,-0.0133,0.0509,0.0685,1,0.7935
I00699,15,ADMISSION_MONTH_2,-0.0313,0.0507,0.3807,1,0.5372
I00699,15,ADMISSION_MONTH_3,-0.1109,0.0495,5.0161,1,0.0251
I00699,15,ADMISSION_MONTH_4,-0.049,0.0498,0.9669,1,0.3255
I00699,15,ADMISSION_MONTH_5,0.0062,0.0479,0.0168,1,0.897
I00699,15,ADMISSION_MONTH_6,0.0015,0.0476,0.001,1,0.9746
I00699,15,ADMISSION_MONTH_7,0,,,0,
I00699,15,ADMISSION_MONTH_8,0.0308,0.0477,0.4172,1,0.5183
I00699,15,ADMISSION_MONTH_9,-0.0048,0.0483,0.0099,1,0.9206
I00699,15,ADMISSION_MONTH_10,-0.0323,0.0486,0.4413,1,0.5065
I00699,15,ADMISSION_MONTH_11,-0.0195,0.0487,0.161,1,0.6883
I00699,15,ADMISSION_MONTH_12,0.0626,0.0502,1.5539,1,0.2126
I00699,15,AGE_GROUP_1,-8.0519,548.9103,0.0002,1,0.9883
I00699,15,AGE_GROUP_2,0.1778,1.2059,0.0218,1,0.8828
I00699,15,AGE_GROUP_3,-10.4892,190.6413,0.003,1,0.9561
I00699,15,AGE_GROUP_4,-10.8209,182.9899,0.0035,1,0.9528
I00699,15,AGE_GROUP_5,-10.1996,112.3442,0.0082,1,0.9277
I00699,15,AGE_GROUP_6,-2.2717,1.0307,4.8579,1,0.0275
I00699,15,AGE_GROUP_7,-0.7827,0.4916,2.5356,1,0.1113
I00699,15,AGE_GROUP_8,-1.1365,0.345,10.8555,1,0.001
I00699,15,AGE_GROUP_9,-0.8228,0.2102,15.3266,1,0.0001
I00699,15,AGE_GROUP_10,-0.5947,0.1323,20.2224,1,0
I00699,15,AGE_GROUP_11,-0.4092,0.0822,24.7751,1,0
I00699,15,AGE_GROUP_12,-0.3287,0.0566,33.7042,1,0
I00699,15,AGE_GROUP_13,-0.2461,0.0449,29.9942,1,0
I00699,15,AGE_GROUP_14,-0.1594,0.0386,17.0722,1,0
I00699,15,AGE_GROUP_15,-0.0639,0.0348,3.3688,1,0.0664
I00699,15,AGE_GROUP_16,0,,,0,
I00699,15,AGE_GROUP_17,0.1475,0.033,19.9506,1,0
I00699,15,AGE_GROUP_18,0.3575,0.0365,96.0614,1,0
I00699,15,AGE_GROUP_19,0.487,0.0455,114.3824,1,0
I00699,15,AGE_GROUP_20,0.741,0.0639,134.6257,1,0
I00699,15,AGE_GROUP_21,0,,,0,
I00699,15,BIRTHWEIGHT_6,0,,,0,
I00699,15,CHARLSON_INDEX_1,0,,,0,
I00699,15,CHARLSON_INDEX_2,0.44,0.0533,68.2582,1,0
I00699,15,CHARLSON_INDEX_3,1.2859,0.0416,955.04,1,0
I00699,15,GENDER_1,0.1321,0.0205,41.6734,1,0
I00699,15,GENDER_2,0,,,0,
I00699,15,GENDER_3,0,,,0,
I00699,15,Intercept,-1.6271,0.0583,778.2351,1,0
I00699,15,YEAR_INDEX_1,0,,,0,
I00699,15,YEAR_INDEX_2,-0.0577,0.0249,5.379,1,0.0204
I00699,15,YEAR_INDEX_3,-0.1547,0.0254,37.0208,1,0
I00699,16,ADMIMETH_1,-2.7112,0.15,326.7528,1,0
I00699,16,ADMIMETH_2,0,,,0,
I00699,16,ADMIMETH_3,0,,,0,
I00699,16,ADMISSION_MONTH_1,0.2478,0.2088,1.4078,1,0.2354
I00699,16,ADMISSION_MONTH_2,0.0509,0.2226,0.0523,1,0.8192
I00699,16,ADMISSION_MONTH_3,-0.0842,0.2175,0.1497,1,0.6988
I00699,16,ADMISSION_MONTH_4,0.0507,0.2135,0.0565,1,0.8122
I00699,16,ADMISSION_MONTH_5,-0.116,0.208,0.311,1,0.5771
I00699,16,ADMISSION_MONTH_6,0.0631,0.2051,0.0946,1,0.7584
I00699,16,ADMISSION_MONTH_7,-0.1611,0.2079,0.6002,1,0.4385
I00699,16,ADMISSION_MONTH_8,0.0679,0.2044,0.1104,1,0.7397
I00699,16,ADMISSION_MONTH_9,0.159,0.195,0.6651,1,0.4148
I00699,16,ADMISSION_MONTH_10,0,,,0,
I00699,16,ADMISSION_MONTH_11,0.2037,0.2024,1.0132,1,0.3141
I00699,16,ADMISSION_MONTH_12,-0.1096,0.2126,0.2657,1,0.6062
I00699,16,AGE_GROUP_4,-12.61,663.962,0.0004,1,0.9848
I00699,16,AGE_GROUP_5,-14.3318,2849.3909,0,1,0.996
I00699,16,AGE_GROUP_6,-15.2983,2849.3909,0,1,0.9957
I00699,16,AGE_GROUP_7,-11.7922,1161.141,0.0001,1,0.9919
I00699,16,AGE_GROUP_8,-13.3876,758.0474,0.0003,1,0.9859
I00699,16,AGE_GROUP_9,-13.6238,815.9487,0.0003,1,0.9867
I00699,16,AGE_GROUP_10,-13.4336,830.3144,0.0003,1,0.9871
I00699,16,AGE_GROUP_11,-0.7696,0.6328,1.479,1,0.2239
I00699,16,AGE_GROUP_12,-0.3156,0.3754,0.7067,1,0.4005
I00699,16,AGE_GROUP_13,-0.2918,0.3126,0.8715,1,0.3505
I00699,16,AGE_GROUP_14,-0.2061,0.2082,0.98,1,0.3222
I00699,16,AGE_GROUP_15,-0.1428,0.164,0.7583,1,0.3839
I00699,16,AGE_GROUP_16,-0.0973,0.1286,0.5725,1,0.4493
I00699,16,AGE_GROUP_17,0,,,0,
I00699,16,AGE_GROUP_18,0.1614,0.1304,1.5319,1,0.2158
I00699,16,AGE_GROUP_19,0.2769,0.1602,2.9882,1,0.0839
I00699,16,AGE_GROUP_20,0.7296,0.2497,8.5348,1,0.0035
I00699,16,AGE_GROUP_21,0,,,0,
I00699,16,BIRTHWEIGHT_6,0,,,0,
I00699,16,CHARLSON_INDEX_1,0,,,0,
I00699,16,CHARLSON_INDEX_2,0.1387,0.1438,0.9299,1,0.3349
I00699,16,CHARLSON_INDEX_3,0.9546,0.0984,94.0489,1,0
I00699,16,GENDER_1,0,,,0,
I00699,16,GENDER_2,-0.0919,0.1129,0.6634,1,0.4154
I00699,16,GENDER_3,0,,,0,
I00699,16,Intercept,-1.4049,0.1872,56.3323,1,0
I00699,16,YEAR_INDEX_1,0,,,0,
I00699,16,YEAR_INDEX_2,0.003,0.1088,0.0008,1,0.9779
I00699,16,YEAR_INDEX_3,-0.0051,0.1085,0.0022,1,0.9625
I00699,17,ADMIMETH_1,0,,,0,
I00699,17,ADMIMETH_2,0,,,0,
I00699,17,ADMIMETH_3,3.7273,0.1185,989.1722,1,0
I00699,17,ADMISSION_MONTH_1,-0.0062,0.186,0.0011,1,0.9734
I00699,17,ADMISSION_MONTH_2,-0.0836,0.1843,0.2058,1,0.6501
I00699,17,ADMISSION_MONTH_3,0.0275,0.1804,0.0233,1,0.8787
I00699,17,ADMISSION_MONTH_4,0.1678,0.1863,0.8111,1,0.3678
I00699,17,ADMISSION_MONTH_5,0.1032,0.1772,0.3389,1,0.5605
I00699,17,ADMISSION_MONTH_6,0.0659,0.18,0.1341,1,0.7142
I00699,17,ADMISSION_MONTH_7,0.0295,0.1794,0.027,1,0.8694
I00699,17,ADMISSION_MONTH_8,0,0.1788,0,1,0.9999
I00699,17,ADMISSION_MONTH_9,0.1606,0.1799,0.7968,1,0.3721
I00699,17,ADMISSION_MONTH_10,0.1496,0.1794,0.6949,1,0.4045
I00699,17,ADMISSION_MONTH_11,0,,,0,
I00699,17,ADMISSION_MONTH_12,0.0467,0.1825,0.0654,1,0.7982
I00699,17,AGE_GROUP_1,-11.5585,1282.4232,0.0001,1,0.9928
I00699,17,AGE_GROUP_2,-11.5624,1291.047,0.0001,1,0.9929
I00699,17,AGE_GROUP_3,-11.2118,2031.7159,0,1,0.9956
I00699,17,AGE_GROUP_4,-11.2512,1292.0698,0.0001,1,0.9931
I00699,17,AGE_GROUP_5,-12.6281,272.7633,0.0021,1,0.9631
I00699,17,AGE_GROUP_6,-0.7215,0.7768,0.8628,1,0.353
I00699,17,AGE_GROUP_7,-0.7679,0.6302,1.4847,1,0.223
I00699,17,AGE_GROUP_8,-0.4128,0.3833,1.1598,1,0.2815
I00699,17,AGE_GROUP_9,-0.8276,0.3706,4.9879,1,0.0255
I00699,17,AGE_GROUP_10,-1.0356,0.3103,11.135,1,0.0008
I00699,17,AGE_GROUP_11,-0.9589,0.2629,13.2993,1,0.0003
I00699,17,AGE_GROUP_12,-0.2769,0.1961,1.9951,1,0.1578
I00699,17,AGE_GROUP_13,-0.5754,0.1816,10.0392,1,0.0015
I00699,17,AGE_GROUP_14,-0.7003,0.1813,14.9131,1,0.0001
I00699,17,AGE_GROUP_15,-0.1446,0.1528,0.8956,1,0.344
I00699,17,AGE_GROUP_16,-0.1033,0.1364,0.5731,1,0.449
I00699,17,AGE_GROUP_17,0,,,0,
I00699,17,AGE_GROUP_18,0.09,0.1321,0.4641,1,0.4957
I00699,17,AGE_GROUP_19,0.3796,0.1357,7.8218,1,0.0052
I00699,17,AGE_GROUP_20,0.3308,0.1531,4.6719,1,0.0307
I00699,17,AGE_GROUP_21,0,,,0,
I00699,17,BIRTHWEIGHT_6,0,,,0,
I00699,17,CHARLSON_INDEX_1,0,,,0,
I00699,17,CHARLSON_INDEX_2,0.5011,0.2059,5.9216,1,0.015
I00699,17,CHARLSON_INDEX_3,1.8923,0.1202,248.0176,1,0
I00699,17,GENDER_1,0,,,0,
I00699,17,GENDER_2,-0.0443,0.077,0.3308,1,0.5652
I00699,17,GENDER_3,0,,,0,
I00699,17,Intercept,-6.5183,0.217,902.1884,1,0
I00699,17,YEAR_INDEX_1,0,,,0,
I00699,17,YEAR_INDEX_2,0.0795,0.0891,0.7957,1,0.3724
I00699,17,YEAR_INDEX_3,-0.1106,0.0938,1.3902,1,0.2384
I00699,18,ADMIMETH_1,0,,,0,
I00699,18,ADMIMETH_2,0,,,0,
I00699,18,ADMIMETH_3,4.3843,0.0858,2613.4172,1,0
I00699,18,ADMISSION_MONTH_1,-0.1211,0.1092,1.2303,1,0.2674
I00699,18,ADMISSION_MONTH_2,-0.1863,0.11,2.8694,1,0.0903
I00699,18,ADMISSION_MONTH_3,-0.3015,0.108,7.7868,1,0.0053
I00699,18,ADMISSION_MONTH_4,0.0662,0.108,0.3762,1,0.5396
I00699,18,ADMISSION_MONTH_5,-0.1575,0.1063,2.1945,1,0.1385
